ticker,company,name,name_count,women_count,excess,total_board,men_count,unknown_count,all_men_with_name,women_names,all_board_names
HGO,HILLGROVE RESOURCES LIMITED,Derek,1,0,1,4,4,0,Derek Northliegh Carter,(none),Derek Carter (M) | Robert Fulker (M) | Murray Boyte (M) | Roger Higgins (M)
HIT,HITECH GROUP AUSTRALIA LIMITED,Raymond,1,0,1,3,3,0,Raymond Hazouri,(none),Raymond Hazouri (M) | Elias Hazouri (M) | George Shad (M)
HCT,HOLISTA COLLTECH LIMITED,Man,1,0,1,5,5,0,Man Loong Leong,(none),Man Leong (M) | Robert Gemelli (M) | Lai Kin (M) | Gregory Pilant (M) | Sam Yee (M)
HRZ,HORIZON MINERALS LIMITED,Ashok,1,0,1,4,4,0,Ashok Parekh,(none),Ashok Parekh (M) | Grant Haywood (M) | Warren Hallam (M) | Robert Waugh (M)
HFY,HUBIFY LIMITED,Anthony,1,0,1,3,3,0,Anthony Ghattas,(none),Anthony Ghattas (M) | Victor Tsaccounis (M) | Charbel Nader (M)
HCD,HYDROCARBON DYNAMICS LIMITED,Ray,1,0,1,3,3,0,Ray Shorrocks,(none),Ray Shorrocks (M) | Nicholas Castellano (M) | Stephen Mitchell (M)
IS3,I SYNERGY GROUP LIMITED,DATO,1,0,1,4,4,0,DATO CHEE HONG TEO,(none),DATO TEO (M) | Jee Heng (M) | Derrick Souza (M) | Jiayi Yu (M)
ICL,ICENI GOLD LIMITED,Brian,1,0,1,4,4,0,Brian Bernard Rodan,(none),Brian Rodan (M) | Wade Johnson (M) | Keith Murray (M) | James Pearse (M)
ID8,IDENTITII LIMITED,Timothy,1,0,1,3,3,0,Timothy Phillipps,(none),Timothy Phillipps (M) | John Rayment (M) | Michael Kotowicz (M)
IDT,IDT AUSTRALIA LIMITED,Mark,1,0,1,3,2,1,Mark Simari,(none),Mark Simari (M) | Jane Ryan (?) | Geoffrey Sam (M)
IME,IMEXHS LIMITED,Doulgas,1,0,1,5,3,2,Doulgas Flynn,(none),Doulgas Flynn (M) | German Arango (?) | Damian Banks (M) | Douglas Lingard (?) | Carlos Palacio (M)
IMC,IMMURON LIMITED,Paul,1,0,1,5,3,2,Paul Brennan,(none),Paul Brennan (M) | Steven Lydeamore (M) | Jeannette Joughin (?) | Daniel Pollock (M) | Ravi Savarirayan (?)
IPT,IMPACT MINERALS LIMITED,Paul,1,0,1,4,2,2,Paul Ingram,(none),Paul Ingram (M) | Michael Jones (?) | Scott Phegan (M) | Frank Bierlein (?)
IPC,IMPERIAL PACIFIC LIMITED,Peter,1,0,1,3,3,0,Peter EJ Murray,(none),Peter Murray (M) | David Butel (M) | Louis Joseph (M)
IND,INDUSTRIAL MINERALS LTD,Ashley,1,0,1,3,3,0,Ashley Jon Pattison,(none),Ashley Pattison (M) | Jeffrey Sweet (M) | Alexander Neuling (M)
I88,INFINI RESOURCES LIMITED,David,1,0,1,4,3,1,David Pevcic,(none),David Pevcic (M) | Rohan Bone (M) | Faheem Ahmed (M) | Andrew Wilde (?)
INF,INFINITY METALS LIMITED,Adrian,1,0,1,3,3,0,Adrian Byass,(none),Adrian Byass (M) | Ramon Serrano (M) | Matthew O'Kane (M)
IMI,INFINITY MINING LIMITED,Cameron,1,0,1,3,2,1,Cameron Glenn Petricevic,(none),Cameron Petricevic (M) | Kevin Woodthorpe (M) | Gongkui Xiao (?)
IMB,INTELLIGENT MONITORING GROUP LIMITED,Peter,1,0,1,5,5,0,Peter Kennan,(none),Peter Kennan (M) | Dennison Hambling (M) | Mark Brisson (M) | Alexander Elks (M) | Robert Hilton (M)
IEQ,INTERNATIONAL EQUITIES CORPORATION LIMITED.,Marcus,1,0,1,4,4,0,Marcus Peng Fye Tow,(none),Marcus Tow (M) | Aubrey Menezes (M) | Kong Tow (M) | Ambalavanar Anadakrishnan (M)
IG6,INTERNATIONAL GRAPHITE LIMITED,Phillip,1,0,1,4,4,0,Phillip Hearse,(none),Phillip Hearse (M) | Andrew Worland (M) | David Pass (M) | Aidan Nania (M)
IVR,INVESTIGATOR SILVER LIMITED,Richard,1,0,1,3,3,0,Richard Hillis,(none),Richard Hillis (M) | Andrew Shearer (M) | Lachlan Wallace (M)
IVZ,INVICTUS ENERGY LTD,John,1,0,1,5,5,0,John Bentley,(none),John Bentley (M) | Joe Mutizwa (M) | Scott Macmillan (M) | Gabriel Chiappini (M) | Robin Sutherland (M)
IOV,ION VIDEO LTD,Brent,1,0,1,4,4,0,Brent Jones,(none),Brent Jones (M) | Anthony Baker (M) | Finbar O'Hanlon (M) | Andrew Demetriou (M)
ION,IONDRIVE LIMITED,Michael,1,0,1,6,6,0,Michael McNeilly,(none),Michael McNeilly (M) | Lewis Utting (M) | Hugo Schumann (M) | Andrew Sissian (M) | Adam Slater (M) | Duncan Turner (M)
IXR,IONIC RARE EARTHS LIMITED,Brett,1,0,1,5,5,0,Brett Laurence Lynch,(none),Brett Lynch (M) | Tim Harrison (M) | Sufian Ahmad (M) | Maxwell McGarvie (M) | Nitin Tyagi (M)
IPG,IPD GROUP LTD,David,1,0,1,4,4,0,David John Rafter,(none),David Rafter (M) | Michael Sainsbury (M) | Andrew Moffat (M) | Mohamed Yoosuff (M)
IR1,IRIS METALS LIMITED,Chris,1,0,1,3,3,0,Chris Evans,(none),Chris Evans (M) | Anthony Collins (M) | Peter Marks (M)
IBR,IRON BEAR RESOURCES LTD,Paul,1,0,1,4,4,0,Paul Berend,(none),Paul Berend (M) | Caue Araujo (M) | Luke Martino (M) | David Sanders (M)
IRD,IRON ROAD LIMITED,Peter,1,0,1,5,5,0,Peter Cassidy,(none),Peter Cassidy (M) | Larry Ingle (M) | Glen Chipman (M) | Jerry Ellis (M) | Ian Hume (M)
IBC,IRONBARK BALANCED INCOME LIMITED,Robert,1,0,1,3,3,0,Robert Lord,(none),Robert Lord (M) | Neal Hornsby (M) | Sam Kaplan (M)
ILA,ISLAND PHARMACEUTICALS LIMITED,Jason,1,0,1,3,2,1,Jason Alan Carroll,(none),Jason Carroll (M) | David Foster (?) | Christopher Ntoumenopoulos (M)
ITM,ITECH MINERALS LTD,Glenn,1,0,1,3,3,0,Glenn Stuart Davis,(none),Glenn Davis (M) | Michael Schwarz (M) | Gary Ferris (M)
JNS,JANUS ELECTRIC HOLDINGS LIMITED,Ben,1,0,1,3,3,0,Ben Hutt,(none),Ben Hutt (M) | Tony Fay (M) | Saurabh Jain (M)
JAT,JATCORP LIMITED,Dennis,1,0,1,4,3,1,Dennis Shen,(none),Dennis Shen (M) | Xinpeng Li (?) | Zhan Wang (M) | Kieran Pryke (M)
JAV,JAVELIN MINERALS LIMITED,Brett,1,0,1,4,4,0,Brett Mitchell,(none),Brett Mitchell (M) | Michael Edwards (M) | Peter Gilford (M) | Andrew Rich (M)
JCS,JCURVE SOLUTIONS LTD,Mark,1,0,1,5,5,0,Mark Jobling,(none),Mark Jobling (M) | Chris King (M) | Graham Baillie (M) | Martin Green (M) | Robert Wright (M)
JLL,JINDALEE LITHIUM LIMITED,Wayne,1,0,1,5,5,0,Wayne Zekulich,(none),Wayne Zekulich (M) | Ian Rodger (M) | Lindsay Dudfield (M) | Paul Brown (M) | Darren Wates (M)
JNO,JUNO MINERALS LIMITED,Gregory,1,0,1,5,5,0,Gregory Michael Durack,(none),Gregory Durack (M) | Yilun Chen (M) | Hyun Chun (M) | Patrick Murphy (M) | Keith Saffy (M)
JPR,JUPITER ENERGY LIMITED,Alexey,1,0,1,4,4,0,Alexey Kruzhkov,(none),Alexey Kruzhkov (M) | Geoff Gander (M) | Alexander Kuzev (M) | Keith Martens (M)
KLR,KAILI RESOURCES LIMITED,Jianzhong,1,0,1,3,3,0,Jianzhong Yang,(none),Jianzhong Yang (M) | Patrick Yue (M) | Long Zhao (M)
KAI,KAIROS MINERALS LIMITED,Simon,1,0,1,5,4,1,Simon Lill,(none),Simon Lill (M) | Peter Turner (?) | Mark Calderwood (M) | Robert Klug (M) | Zane Lewis (M)
KAU,KAISER REEF LIMITED,Steven,1,0,1,4,4,0,Steven Formica,(none),Steven Formica (M) | Bradley Valiukas (M) | Stewart Howe (M) | Craig Dingley (M)
KZR,KALAMAZOO RESOURCES LIMITED,Luke,1,0,1,4,4,0,Luke Reinehr,(none),Luke Reinehr (M) | Benjamin Ackerman (M) | Paul Adams (M) | Angus Middleton (M)
KM1,KALI METALS LIMITED,Luke,1,0,1,4,4,0,Luke Lincoln Reinehr,(none),Luke Reinehr (M) | Paul Adams (M) | Simon Coyle (M) | Graeme Sloan (M)
KPO,KALINA POWER LIMITED,Stephen,1,0,1,6,5,1,Stephen White,(none),Stephen White (M) | Ross Maclachlan (M) | Timothy Horgan (M) | Matthew Jenkins (M) | Malcolm Jacques (?) | Peter Littlewood (M)
KAO,KAOKO METALS LIMITED,Mark,1,0,1,3,3,0,Mark Thompson,(none),Mark Thompson (M) | Gerard O¿Donovan (M) | Jody Dahrouge (M)
KAT,KATANA CAPITAL LIMITED,Dalton,1,0,1,3,3,0,Dalton Gooding,(none),Dalton Gooding (M) | Ben Laird (M) | Giuliano Tenna (M)
KBC,KEYBRIDGE CAPITAL LIMITED,Jesse,1,0,1,5,5,0,Jesse Hamilton,(none),Jesse Hamilton (M) | Martyn McCathie (M) | Sulieman Ravell (M) | Antony Catalano (M) | Geoff Wilson (M)
KLI,KILLI RESOURCES LIMITED,Richard,1,0,1,3,3,0,Richard Bevan,(none),Richard Bevan (M) | Gregory Miles (M) | Phillip Warren (M)
KSL,KINA SECURITIES LIMITED,Ian,1,0,1,8,7,1,Ian Clough,(none),Ian Clough (M) | Ivan Vidovich (M) | Andrew Carriline (M) | Lutz Heim (M) | Paul Hutchinson (M) | Richard Kimber (M) | Robert Nilkare (M) | Jane Thomason (?)
KYP,KINATICO LTD,Ivan,1,0,1,4,4,0,Ivan John Gustavino,(none),Ivan Gustavino (M) | Michael Ivanchenko (M) | Jonathon Birman (M) | Georg Chmiel (M)
KCC,KINCORA COPPER LIMITED,Cameron,1,0,1,5,5,0,Cameron McRae,(none),Cameron McRae (M) | Jonathan Spring (M) | John Holliday (M) | Luke Murray (M) | James Durrant (M)
KKO,KINETIKO ENERGY LTD,Adam,1,0,1,5,5,0,Adam James Sierakowski,(none),Adam Sierakowski (M) | Dirk Bulder (M) | Mxolisi Mgojo (M) | Donald Ncube (M) | Robert Scharnell (M)
KRR,KING RIVER RESOURCES LIMITED,Anthony,1,0,1,4,4,0,Anthony Peter Barton,(none),Anthony Barton (M) | Graham Gadsby (M) | Leonid Charuckyj (M) | Gregory MacMillan (M)
KFM,KINGFISHER MINING LTD,Scott,1,0,1,3,3,0,Scott Huffadine,(none),Scott Huffadine (M) | Christopher Bittar (M) | Stephen Brockhurst (M)
KNG,KINGSLAND MINERALS LTD,Anthony,1,0,1,5,5,0,Anthony Latimer,(none),Anthony Latimer (M) | Richard Maddocks (M) | Robert Johansen (M) | Nicholas Revell (M) | Bruno Seneque (M)
KRM,KINGSROSE MINING LIMITED,Terry,1,0,1,6,4,2,Terry Holohan,(none),Michael Andrews (?) | Terry Holohan (M) | John Carlile (M) | Andrew Cooke (M) | Daryl Corp (M) | Tim Coughlin (?)
KSN,KINGSTON RESOURCES LIMITED,Mick,1,0,1,4,4,0,Mick Wilkes,(none),Mick Wilkes (M) | Andrew Corbett (M) | Stuart Rechner (M) | Anthony Wehby (M)
KNO,KNOSYS LIMITED,John,1,0,1,3,1,2,John Thompson,(none),Phillip Carter (?) | John Thompson (M) | The Stockdale (?)
KOB,KOBA RESOURCES LIMITED,Michael,1,0,1,3,3,0,Michael John Alexander Haynes,(none),Michael Haynes (M) | Benjamin Vallerine (M) | Francis Funston (M)
KNB,KOONENBERRY GOLD LIMITED,Paul,1,0,1,5,5,0,Paul Harris,(none),Paul Harris (M) | Dan Power (M) | Darren Glover (M) | Anthony McIntosh (M) | George Rogers (M)
KTA,KRAKATOA RESOURCES LIMITED,Colin,1,0,1,4,4,0,Colin Locke,(none),Colin Locke (M) | Mark Major (M) | Timothy Hogan (M) | David Palumbo (M)
LSF,L1 LONG SHORT FUND LIMITED,Andrew,1,0,1,5,5,0,Andrew Larke,(none),Andrew Larke (M) | Raphael Lamm (M) | Mark Landau (M) | Harry Kingsley (M) | John Macfarlane (M)
LKE,LAKE RESOURCES N.L.,Stuart,1,0,1,3,2,1,Stuart Crow,(none),Stuart Crow (M) | David Dickson (M) | Robert Trzebski (?)
LKO,LAKES BLUE ENERGY NL,Roland,1,0,1,4,4,0,Roland Sleeman,(none),Roland Sleeman (M) | Richard Ash (M) | Nicholas Mather (M) | Boyd White (M)
LRK,LARK DISTILLING CO. LTD,Domenic,1,0,1,4,4,0,Domenic Enio Panaccio,(none),Domenic Panaccio (M) | Stuart Gregor (M) | David Dearie (M) | Warren Randall (M)
LAT,LATITUDE 66 LIMITED,Thomas,1,0,1,4,4,0,Thomas Hoyer,(none),Thomas Hoyer (M) | Grant Coyle (M) | Toby Wellman (M) | Jeremy Read (M)
LMG,LATROBE MAGNESIUM LIMITED,Jock,1,0,1,4,4,0,Jock Murray,(none),Jock Murray (M) | David Paterson (M) | Philip Bruce (M) | John Lee (M)
LED,LDR CAPITAL PROPERTY FUND,David,1,0,1,3,3,0,David Roko Grbin,(none),David Grbin (M) | Alexander Calder (M) | Ben Norman (M)
LM1,LEEUWIN METALS LTD,Christopher,1,0,1,3,3,0,Christopher Piggott,(none),Christopher Piggott (M) | Simon Jackson (M) | Scott Williamson (M)
LCY,LEGACY IRON ORE LIMITED,Amiatva,1,0,1,7,7,0,Amiatva Mukherjee,(none),Amiatva Mukherjee (M) | Ranajit Das (M) | Joydeep Dasgupta (M) | Ben Donovan (M) | Vinay Kumar (M) | Ross Oliver (M) | Vishwanath Suresh (M)
LGM,LEGACY MINERALS HOLDINGS LIMITED,Christopher,1,0,1,5,4,1,Christopher Gerard Byrne,(none),David Carland (?) | Christopher Byrne (M) | Douglas Menzies (M) | Thomas Wall (M) | Matthew Wall (M)
LIS,LI-S ENERGY LIMITED,Benjamin,1,0,1,3,3,0,Benjamin Robert Spincer,(none),Benjamin Spincer (M) | Lee Finniear (M) | Richard Francis (M)
LIB,LIBERTY METALS LTD,Nicholas,1,0,1,3,3,0,Nicholas Katris,(none),Nicholas Katris (M) | Timothy Morrison (M) | Jay Stephenson (M)
L1M,LIGHTNING MINERALS LTD,David,1,0,1,4,4,0,David Vilensky,(none),David Vilensky (M) | Alexander Biggs (M) | Craig Sharpe (M) | Jamie Day (M)
LML,LINCOLN MINERALS LIMITED,Greg,1,0,1,4,4,0,Greg English,(none),Greg English (M) | Chris Wilcox (M) | John Lam (M) | Ryan Smith (M)
LIN,LINDIAN RESOURCES LIMITED,Robert,1,0,1,4,4,0,Robert Martin,(none),Robert Martin (M) | Zekai Komur (M) | Yves Occello (M) | Zuliang Wei (M)
LNQ,LINQ MINERALS LIMITED,Clive,1,0,1,5,4,1,Clive Donner,(none),Clive Donner (M) | Harrison Donner (M) | John Holliday (M) | Geoffrey Jones (M) | Evan Kirby (?)
LIO,LION ENERGY LIMITED,Thomas,1,0,1,5,5,0,Thomas Soulsby,(none),Thomas Soulsby (M) | Damien Servant (M) | Russell Brimage (M) | Zane Lewis (M) | Christopher Newton (M)
LSX,LION SELECTION GROUP LIMITED.,Robin,1,0,1,4,4,0,Robin Widdup,(none),Robin Widdup (M) | Hedley Widdup (M) | Peter Maloney (M) | Chris Melloy (M)
LMS,LITCHFIELD MINERALS LIMITED,Matthew,1,0,1,3,1,2,Matthew Pustahya,(none),Peter Eaglen (?) | Matthew Pustahya (M) | Mark Noppe (?)
LPM,LITHIUM PLUS MINERALS LTD.,Simon,1,0,1,4,2,2,Simon Robert Kidston,(none),Bin Guo (?) | Jason Berton (?) | Simon Kidston (M) | Su Su (M)
LU7,LITHIUM UNIVERSE LIMITED,Ignatius,1,0,1,3,2,1,Ignatius Tan,(none),Ignatius Tan (M) | Jingyuan Liu (?) | Patrick Scallan (M)
LDR,LODE RESOURCES LTD,Andrew,1,0,1,5,5,0,Andrew Mark Van Heyst,(none),Andrew Heyst (M) | Edward Leschke (M) | Jason Beckton (M) | Keith Mayes (M) | Simon Milroy (M)
LCE,LONDON CITY EQUITIES LIMITED,Peter,1,0,1,3,3,0,Peter Edward John Murray,(none),Peter Murray (M) | David Butel (M) | Louis Joseph (M)
LRD,LORD RESOURCES LIMITED,Paul,1,0,1,3,3,0,Paul Geoffrey Lloyd,(none),Paul Lloyd (M) | Davide Bosio (M) | Barnaby Egerton-Warburton (M)
LVE,LOVE GROUP GLOBAL LTD,Terence,1,0,1,3,3,0,Terence Grigg,(none),Terence Grigg (M) | Michael Ye (M) | Tod McGrouther (M)
LRT,LOWELL RESOURCES FUND,Don,1,0,1,3,3,0,Don Carroll,(none),Don Carroll (M) | Oliver Carton (M) | Michael Ramsden (M)
LLM,LOYAL METALS LTD,Peretz,1,0,1,3,3,0,Peretz Schapiro,(none),Peretz Schapiro (M) | Adam Ritchie (M) | David Way (M)
M3M,M3 MINING LIMITED,Alan,1,0,1,3,3,0,Alan Armstrong,(none),Alan Armstrong (M) | Tyler Formica (M) | Ariel King (M)
MIO,MACARTHUR MINERALS LIMITED,Cameron,1,0,1,3,3,0,Cameron McCall,(none),Cameron McCall (M) | Alan Phillips (M) | Eduardo Robaina (M)
M4M,MACRO METALS LIMITED,Tolga,1,0,1,4,4,0,Tolga Kumova,(none),Tolga Kumova (M) | Simon Rushton (M) | Nathan Douglas (M) | Robert Jewson (M)
MAD,MADER GROUP LIMITED,Luke,1,0,1,4,4,0,Luke Mader,(none),Luke Mader (M) | Justin Nuich (M) | Patrick Conway (M) | Craig Burton (M)
MAU,MAGNETIC RESOURCES NL,George,1,0,1,4,4,0,George Sakalidis,(none),George Sakalidis (M) | Ben Donovan (M) | Eric Lim (M) | Hiang Chan (M)
MGT,MAGNETITE MINES LIMITED.,Paul,1,0,1,3,3,0,Paul White,(none),Paul White (M) | Tim Dobson (M) | Simon Wandke (M)
MGU,MAGNUM MINING AND EXPLORATION LIMITED,Michael,1,0,1,3,3,0,Michael Davy,(none),Michael Davy (M) | Athan Lekkas (M) | Leslie Pereira (M)
MGL,MAGONTEC LIMITED,Nicholas,1,0,1,5,5,0,Nicholas Andrews,(none),Nicholas Andrews (M) | Willie Labuschagne (M) | Zhong Li (M) | Robert Kaye (M) | Atul Malhotra (M)
M24,MAMBA EXPLORATION LIMITED,Simon,1,0,1,3,3,0,Simon Andrew,(none),Simon Andrew (M) | Matthew Freedman (M) | Vikram Kumar (M)
M79,MAMMOTH MINERALS LIMITED,Robert,1,0,1,4,4,0,Robert Jewson,(none),Robert Jewson (M) | Glenn Poole (M) | Simon Lawson (M) | Kevin Puil (M)
MAN,MANDRAKE RESOURCES LIMITED,Lloyd,1,0,1,3,3,0,Lloyd Flint,(none),Lloyd Flint (M) | James Allchurch (M) | Roger Fitzhardinge (M)
MTL,MANTLE MINERALS LIMITED,Johnathon,1,0,1,3,3,0,Johnathon Busing,(none),Johnathon Busing (M) | David Greenwood (M) | Robert Mosig (M)
MKR,MANUKA RESOURCES LTD.,Dennis,1,0,1,3,3,0,Dennis Karp,(none),Dennis Karp (M) | Alan Eggers (M) | John Seton (M)
MPK,MANY PEAKS MINERALS LTD,Francis,1,0,1,5,5,0,Francis Harper,(none),Francis Harper (M) | Travis Schwertfeger (M) | Marcus Harden (M) | Matthew Scully (M) | Ben Phillips (M)
MC2,MARIMACA COPPER CORP.,Michael,1,0,1,9,9,0,Michael John Haworth,(none),Michael Haworth (M) | Hayden Locke (M) | Jose Morales (M) | Kieran Daly (M) | Colin Kinley (M) | Giancarlo Lagomarsino (M) | Geoffrey Newall (M) | Timothy Petterson (M) | Alan Stephens (M)
MEU,MARMOTA LIMITED,Aaron,1,0,1,3,2,1,Aaron Brown,(none),Colin Rose (?) | Aaron Brown (M) | Neville Bergin (M)
MMA,MARONAN METALS LIMITED,Simon,1,0,1,4,4,0,Simon Bird,(none),Simon Bird (M) | Richard Carlton (M) | Matthew Hine (M) | Robert Rutherford (M)
MVL,MARVEL GOLD LIMITED,Stephen,1,0,1,3,3,0,Stephen Dennis,(none),Stephen Dennis (M) | Christopher Wijk (M) | Howard Golden (M)
MAT,MATSA RESOURCES LIMITED,Paul,1,0,1,3,3,0,Paul Poli,(none),Paul Poli (M) | Andrew Chapman (M) | Pascal Blampain (M)
MYG,MAYFIELD GROUP HOLDINGS LIMITED,Simon,1,0,1,5,5,0,Simon Higgins,(none),Simon Higgins (M) | Andrew Rowe (M) | Rodney Henderson (M) | Lindsay Phillips (M) | Alan Steele (M)
MBG,MB GOLD LIMITED,Dianmin,1,0,1,3,3,0,Dianmin Chen,(none),Dianmin Chen (M) | Logan Barber (M) | Michele Muscillo (M)
MML,MCLAREN MINERALS LIMITED,Michael,1,0,1,3,3,0,Michael Arnett,(none),Michael Arnett (M) | Simon Finnis (M) | Peter Secker (M)
MSG,MCS SERVICES LIMITED,Geoffrey,1,0,1,3,2,1,Geoffrey Martin,(none),The KUCERA (?) | Geoffrey Martin (M) | Matthew Ward (M)
MMR,MEC RESOURCES LIMITED,David,1,0,1,4,4,0,David Breeze,(none),David Breeze (M) | Tony Huston (M) | Andrew Jones (M) | Peter Richards (M)
MEG,MEGADO MINERALS LTD,Anthony,1,0,1,4,4,0,Anthony Hall,(none),Anthony Hall (M) | Bradley Drabsch (M) | Adrien Wing (M) | Aaron Bertolatti (M)
MAY,MELBANA ENERGY LIMITED,Andrew,1,0,1,3,3,0,Andrew Purcell,(none),Andrew Purcell (M) | Michael Sandy (M) | Peter Stickland (M)
MEM,MEMPHASYS LIMITED.,Marjan,1,0,1,3,2,1,Marjan Mikel,(none),Lindley Edwards (?) | Marjan Mikel (M) | Mathew Watkins (M)
MHK,METAL HAWK LIMITED.,Michael,1,0,1,3,3,0,Michael Edwards,(none),Michael Edwards (M) | William Belbin (M) | David Pennock (M)
MPW,METAL POWDER WORKS LIMITED,Stuart,1,0,1,5,5,0,Stuart Carmichael,(none),Stuart Carmichael (M) | John Barnes (M) | Darryl Abotomey (M) | Bruno Campisi (M) | Jim McDowell (M)
MTM,METALLIUM LIMITED,John,1,0,1,4,4,0,John Andrew Hannaford,(none),John Hannaford (M) | Michael Walshe (M) | Paul Niardone (M) | Anthony Hadley (M)
MLX,METALS X LIMITED,Peter,1,0,1,4,4,0,Peter Gunzburg,(none),Peter Gunzburg (M) | Brett Smith (M) | Patrick O'Connor (M) | Grahame White (M)
MGA,METALSGROVE MINING LTD,Peter,1,0,1,4,4,0,Peter Ledwidge,(none),Peter Ledwidge (M) | Lijun Yang (M) | Haidong Chi (M) | Luke Huang (M)
MEI,METEORIC RESOURCES NL,Stuart,1,0,1,6,2,4,Stuart Gale,(none),Andrew Tunks (?) | Stuart Gale (M) | Marcelo Carvalho (?) | Peter Gundy (M) | Paul Kitto (?) | Nomi Prins (?)
MEL,METGASCO LTD,Michael,1,0,1,4,3,1,Michael Glennon,(none),Michael Glennon (M) | Ken Aitken (M) | Thomas Chapman (M) | Robbert Willink (?)
MGX,MGX RESOURCES LIMITED,Lee,1,0,1,8,8,0,Lee Seng Hui,(none),Lee Hui (M) | Peter Kerr (M) | Alan Jones (M) | Russell Barwick (M) | Simon Bird (M) | Rucai Ding (M) | Paul Dougas (M) | Andrew Ferguson (M)
MAM,MICROEQUITIES ASSET MANAGEMENT GROUP LIMITED,Leslie,1,0,1,4,3,1,Leslie Szekely,(none),Leslie Szekely (M) | Carlos Gil (M) | Samuel Gutman (M) | Alexander Abrahams (?)
MDI,MIDDLE ISLAND RESOURCES LIMITED,Peter,1,0,1,4,4,0,Peter Spiers,(none),Peter Spiers (M) | David A-Izzeddin (M) | Daniel Raihani (M) | Bill Yang (M)
MNB,MINBOS RESOURCES LIMITED,Paul,1,0,1,5,5,0,Paul McKenzie,(none),Paul McKenzie (M) | Valentine Chitalu (M) | Lindsay Reed (M) | Graeme Robertson (M) | Changbo Si (M)
MDX,MINDAX LIMITED,Benjamin,1,0,1,3,3,0,Benjamin Chow,(none),Benjamin Chow (M) | Qinglong Zeng (M) | Biaozhun Zhu (M)
MRC,MINERAL COMMODITIES LTD,Brian,1,0,1,3,3,0,Brian Moller,(none),Brian Moller (M) | Russell Tipper (M) | Guy Walker (M)
MEX,MINERALS EXPLORATION LIMITED,Norman,1,0,1,4,4,0,Norman Seckold,(none),Norman Seckold (M) | Brett Mitchell (M) | Peter Nightingale (M) | Alex Passmore (M)
MRR,MINREX RESOURCES LIMITED,James,1,0,1,3,3,0,James Pearse,(none),James Pearse (M) | Ian Shackleton (M) | Glenn Whiddon (M)
MTH,MITHRIL SILVER AND GOLD LIMITED,John,1,0,1,5,5,0,John Stewart Skeet,(none),John Skeet (M) | Craig Sharpe (M) | Stephen Layton (M) | Garry Thomas (M) | David Toyoda (M)
MOM,MOAB MINERALS LIMITED,Bryan,1,0,1,3,3,0,Bryan Hughes,(none),Bryan Hughes (M) | Malcolm Day (M) | David Wheeler (M)
MRZ,MONT ROYAL RESOURCES LIMITED,Cameron,1,0,1,5,5,0,Cameron Henry,(none),Cameron Henry (M) | Nicholas Holthouse (M) | Ronald Beevor (M) | Adam Ritchie (M) | Jeremy Robinson (M)
ML8,MOONLIGHT RESOURCES LTD,Gregory,1,0,1,5,4,1,Gregory Barry Starr,(none),Bin Guo (?) | Gregory Starr (M) | Timothy Kennedy (M) | Simon Kidston (M) | Zewen Yang (M)
1MC,MORELLA CORPORATION LIMITED,James,1,0,1,4,4,0,James Brown,(none),James Brown (M) | Allan Buckler (M) | T Kuan (M) | Dan O'Neill (M)
MXO,MOTIO LTD,Jason,1,0,1,3,3,0,Jason Byrne,(none),Jason Byrne (M) | Adam Cadwallader (M) | Harley Grosser (M)
MHM,MOUNT HOPE MINING LIMITED,Ben,1,0,1,3,3,0,Ben Phillips,(none),Ben Phillips (M) | Fergus Kiley (M) | Todd Williams (M)
MRD,MOUNT RIDLEY MINES LIMITED,David,1,0,1,4,4,0,David Wall,(none),David Wall (M) | Allister Caird (M) | Peter Christie (M) | Kieran Witt (M)
MPR,MPR AUSTRALIA LIMITED,Peter,1,0,1,3,3,0,Peter Harry Wise,(none),Peter Wise (M) | Robert Moran (M) | Nathan Wise (M)
MRQ,MRG METALS LIMITED,Andrew,1,0,1,3,3,0,Andrew Van Der Zwan,(none),Andrew Zwan (M) | Christopher Gregory (M) | Shane Turner (M)
M2M,MT MALCOLM MINES NL,Robert,1,0,1,4,4,0,Robert Downey,(none),Robert Downey (M) | Trevor Dixon (M) | Daniel Tuffin (M) | Gary Powell (M)
MCA,MURRAY COD AUSTRALIA LIMITED,Brett,1,0,1,5,5,0,Brett Paton,(none),Brett Paton (M) | Ross Anderson (M) | Mathew Ryan (M) | Steven Chaur (M) | Roger Commins (M)
MPX,MUSTERA PROPERTY GROUP LIMITED,Nicholas,1,0,1,3,3,0,Nicholas Zborowski,(none),Nicholas Zborowski (M) | Anthony Ho (M) | Jack Spencer-Cotton (M)
NAG,NAGAMBIE RESOURCES LIMITED,Kevin,1,0,1,3,3,0,Kevin John Perrin,(none),Kevin Perrin (M) | Michael Trumbull (M) | David Morgan (M)
NVU,NANOVEU LIMITED,Alfred,1,0,1,6,4,2,Alfred Chong,(none),David Pevcic (?) | Alfred Chong (M) | Mark Goranson (M) | Mohamed Aly (?) | Steven Apedaile (M) | Raymond Chen (M)
NYM,NARRYER METALS LIMITED,Richard,1,0,1,4,4,0,Richard Bevan,(none),Richard Bevan (M) | Gavin England (M) | Damon O'Meara (M) | Phillip Warren (M)
NMR,NATIVE MINERAL RESOURCES HOLDINGS LIMITED,James,1,0,1,3,3,0,James David Walker,(none),James Walker (M) | Blake Cannavo (M) | Philip Gardner (M)
